Cluster,GLON,s_GLON,GLAT,s_GLAT,Plx,s_Plx,pmRA,s_pmRA,pmDE,s_pmDE,RV,s_RV,o_RV,m-M,AG,logAge,Z,N70,minProb,NminProb,Class,_RA.icrs,_DE.icrs
CWNU_281,228.919,0.12,-4.662,0.12,0.67,0.07,-2.66,0.23,1.34,0.22,  ---, ---,0,10.4,0.9,6.9,0.002,40,0.72,40,1,106.0158,-16.3421
CWNU_282,330.794,0.15,-2.916,0.1,0.78,0.03,-2.83,0.09,-2.96,0.08,  ---, ---,0,10.15,1.1,7.8,0.004,50,0.71,50,1,245.4225,-53.9978
CWNU_283,255.894,0.2,-10.73,0.14,0.86,0.04,-4.34,0.21,4.36,0.17,  ---, ---,0,10.05,1.1,7.6,0.006,26,1,26,1,113.8492,-42.9085
CWNU_284,311.82,0.19,-0.155,0.12,0.54,0.03,-4.86,0.12,-2.04,0.12,  ---, ---,0,11.45,1.3,7.6,0.022,147,0.7,147,1,211.8836,-61.7065
CWNU_285,343.594,0.1,-0.68,0.09,0.94,0.05,0.41,0.19,-2.48,0.16,  ---, ---,0,9.55,2.1,8.7,0.004,70,0.71,70,1,255.6278,-42.881
CWNU_286,104.787,0.2,7.735,0.26,1.12,0.07,-3.13,0.32,-4.49,0.44,12.4,19,1,9.95,0.9,7.9,0.04,55,0.7,55,1,327.9515,64.0802
CWNU_287,282.955,0.26,0.944,0.13,2.28,0.04,-14.5,0.18,2.51,0.2,12.2,1.3,6,8.3,0.25,7.7,0.026,29,0.65,30,1,155.2333,-55.9769
CWNU_288,212.473,0.08,-4.718,0.12,0.48,0.03,0.05,0.2,-0.84,0.13,42.1,0.8,2,11.65,2,8.1,0.018,29,0.61,38,1,98.4503,-1.7421
CWNU_289,205.184,0.18,1.471,0.15,0.72,0.1,-1.57,0.25,0.01,0.42,  ---, ---,0,11.65,0.5,6.6,0.004,21,0.6,38,1,100.6275,7.5649
CWNU_290,242.022,0.2,6.758,0.07,0.9,0.03,-1.17,0.08,0.38,0.07,  ---, ---,0,10.75,0.2,7.9,0.04,31,0.74,31,1,123.3844,-22.0882
CWNU_291,357.208,0.38,9.922,0.21,1.02,0.06,-0.55,0.14,0.34,0.12,  ---, ---,0,9.95,0.55,7.9,0.02,34,0.7,34,1,255.3982,-25.6775
CWNU_292,272.264,0.1,-0.364,0.06,0.51,0.04,-4.98,0.08,2.79,0.08,43.2,2.1,1,11.8,2.5,7.7,0.036,78,0.7,78,1,140.0165,-50.2099
CWNU_293,10.5,0.06,-1.146,0.09,0.83,0.05,-0.56,0.1,-0.21,0.09,  ---, ---,0,10.4,0.75,8.3,0.038,37,0.74,37,1,273.2683,-20.4053
CWNU_294,95.638,0.52,-11.536,0.44,1.59,0.08,-0.98,0.23,-4.4,0.33,-8,0.5,2,8.5,0.45,7.6,0.012,40,1,40,1,334.8569,43.1363
CWNU_295,99.618,0.13,7.037,0.27,0.82,0.04,-2.81,0.26,-3.7,0.29,  ---, ---,0,10.6,1.2,7.9,0.018,20,0.6,34,1,320.8311,60.115
CWNU_296,17.671,0.14,-1.604,0.07,0.53,0.04,-0.1,0.1,-1.02,0.12,  ---, ---,0,11.95,0.2,6.4,0.028,53,0.7,53,1,277.2297,-14.2959
CWNU_297,108.786,0.05,-8.849,0.05,0.47,0.02,-2.98,0.11,-0.47,0.09,  ---, ---,0,12.9,0.05,6.8,0.038,29,1,29,1,350.0358,51.4978
CWNU_298,252.839,0.04,-3.545,0.02,0.43,0.05,-3.12,0.09,4.03,0.1,  ---, ---,0,13.2,3,6.8,0.04,39,0.7,39,1,120.0558,-36.7317
CWNU_299,180.842,0.11,2.668,0.2,0.62,0.04,0.19,0.07,-1.98,0.1,  ---, ---,0,11.45,0.65,7.5,0.04,42,0.71,42,1,89.5278,29.5721
CWNU_300,182.353,0.13,-2.221,0.1,0.77,0.04,-0.02,0.08,-4.41,0.08,  ---, ---,0,10.5,0.75,7.1,0.014,60,0.7,60,1,85.6604,25.7692
CWNU_301,251.157,0.15,3.201,0.14,0.75,0.03,-4.96,0.13,4.32,0.12,  ---, ---,0,10.4,0.4,7.5,0.012,47,1,47,1,125.7638,-31.6253
CWNU_302,216.442,0.04,0.197,0.03,0.42,0.06,-1.26,0.17,0.51,0.14,  ---, ---,0,12.3,0.7,6.9,0.028,56,0.7,56,1,104.6371,-3.0335
CWNU_303,13.946,0.25,-1.538,0.14,0.53,0.02,0.53,0.18,-1.85,0.13,  ---, ---,0,11.65,1.9,7.4,0.032,28,0.6,42,1,275.3618,-17.5585
CWNU_304,333.652,0.2,-4.827,0.12,0.51,0.02,-2.08,0.08,-3.75,0.09,-27.6,0.5,2,10.85,1.25,8.7,0.004,61,0.7,61,1,251.0511,-53.2023
CWNU_305,143.521,0.55,3.043,0.33,1.47,0.06,-2.29,0.4,-0.45,0.28,  ---, ---,0,9.25,0.85,7.7,0.024,41,1,41,1,55.6757,58.8895
CWNU_306,260.397,0.13,-8.154,0.09,0.61,0.05,-3.53,0.19,5,0.11,  ---, ---,0,10.5,0.45,7,0.004,61,0.71,61,1,119.9983,-45.5487
CWNU_307,48.099,0.08,5.119,0.04,0.46,0.04,-0.95,0.05,-4.14,0.04,14.5,0.4,3,11,1.25,9.3,0.038,49,0.72,49,1,285.2074,15.8195
CWNU_308,310.933,0.13,-2.421,0.09,0.63,0.02,-7.05,0.14,-3.64,0.18,-12.1,0.6,1,11.85,1.9,8.5,0.018,18,0.6,32,1,211.4462,-64.1317
CWNU_309,99.124,0.03,7.492,0.03,0.62,0.06,-4.63,0.18,-3.53,0.2,  ---, ---,0,10.4,1.6,6.8,0.018,61,0.73,61,1,319.4911,60.0839
CWNU_310,211.28,0.06,1.018,0.06,0.63,0.06,-1.81,0.07,1.07,0.1,  ---, ---,0,11.85,0.3,6.7,0.008,26,0.41,30,1,103.0125,1.9343
CWNU_311,93.894,0.72,-11.314,0.27,1.56,0.06,-1.11,0.13,-4.52,0.15,-0.6,4,1,9,0.35,7.5,0.022,31,0.76,31,1,332.7748,42.3406
CWNU_312,101.94,0.12,0.274,0.09,0.77,0.02,-4.94,0.07,-3.83,0.16,-23.8,0.4,1,10.85,1.4,8.3,0.036,31,0.75,31,1,332.4956,56.4176
CWNU_313,37.371,0.46,-11.051,0.4,1.65,0.07,0.36,0.38,-2.48,0.2,  ---, ---,0,8.65,0.45,7.7,0.026,8,0.53,30,1,294.705,-1.1344
CWNU_314,26.233,0.65,-9.085,0.36,2.71,0.13,-0.56,0.27,-6.95,0.43,-17.6,2.9,7,8.1,0.65,7.7,0.034,39,1,39,1,287.9872,-10.0505
CWNU_315,308.275,0.12,5.262,0.13,0.88,0.05,-5.66,0.08,-1.37,0.09,  ---, ---,0,9.95,0.7,7.5,0.022,70,0.7,70,1,202.7157,-57.2002
CWNU_316,344.571,0.04,-4.576,0.04,0.88,0.04,2.09,0.13,-3.27,0.1,  ---, ---,0,10.5,1.1,7.4,0.032,42,0.72,42,1,260.7783,-44.3778
CWNU_317,345.305,0.08,2.083,0.18,0.65,0.08,-1.81,0.26,-2.25,0.16,-9.5,0.5,1,11,1.05,8.4,0.04,91,0.7,91,1,254.1426,-39.8284
CWNU_318,314.973,0.1,-1.513,0.04,0.52,0.02,-2.76,0.06,-1.15,0.06,-7.2,0.4,2,11.7,1.25,8.9,0.018,32,0.72,32,1,219.1407,-61.902
CWNU_319,67.004,0.11,1.757,0.06,0.25,0.03,-1.77,0.07,-3.05,0.07,-24.8,2.7,7,12.5,1.7,8.8,0.02,137,0.7,137,1,298.2593,30.8204
CWNU_320,237.466,0.05,-4.913,0.05,0.83,0.07,-2.75,0.16,3.06,0.11,  ---, ---,0,11,0.6,6.3,0.008,56,0.71,56,1,109.9301,-24.0321
CWNU_321,235.539,0.02,-0.322,0.05,0.36,0.04,-2.31,0.07,3.31,0.06,  ---, ---,0,12.15,1.4,8.2,0.022,42,0.7,42,1,113.3105,-20.1621
CWNU_322,271.692,0.24,-7.044,0.12,0.72,0.03,-3.49,0.07,6.62,0.13,  ---, ---,0,11,0.65,8.7,0.038,37,0.73,37,1,131.2149,-54.2052
CWNU_323,270.589,0.23,-11.015,0.14,0.96,0.03,-1.24,0.18,1.53,0.07,-6.4,0.5,1,9.65,0.8,9.2,0.008,38,1,38,1,124.477,-55.6075
CWNU_324,232.583,0.07,0.98,0.06,0.52,0.05,-2.23,0.26,2.56,0.19,  ---, ---,0,11.95,1.6,6.8,0.02,84,0.7,84,1,113.0075,-16.9449
CWNU_325,324.771,0.05,0.305,0.06,0.51,0.04,-0.63,0.08,-2.34,0.11,-28.5,0.5,1,10.8,2.9,8.3,0.006,25,0.4,36,1,233.8556,-55.4546
CWNU_326,65.664,0.07,0.688,0.04,0.47,0.03,-0.6,0.07,-2.55,0.11,4.4,6.3,2,10.9,1.35,9,0.006,34,0.76,34,1,298.5226,29.1218
CWNU_327,221.429,0.32,-3.971,0.47,1.22,0.04,-3.3,0.41,2.52,0.52,50.9,3.7,1,9.7,0.2,7.6,0.026,13,0.51,34,1,103.1836,-9.3675
CWNU_328,19.171,0.08,-4.814,0.08,0.6,0.04,0.81,0.08,-0.76,0.1,  ---, ---,0,11.05,2,8,0.024,69,0.73,69,1,280.8834,-14.4315
CWNU_329,223.393,0.14,-0.419,0.08,0.35,0.04,-0.5,0.09,-0.36,0.09,  ---, ---,0,12,1.25,8.6,0.012,17,0.5,46,1,107.2952,-9.4928
CWNU_330,225.367,0.07,-1.987,0.04,0.37,0.03,-1.49,0.09,1.33,0.04,  ---, ---,0,12.15,1.55,7.4,0.012,17,0.6,32,1,106.8026,-11.9665
CWNU_331,257.087,0.22,-2.196,0.06,0.83,0.03,-5.05,0.15,4.16,0.19,  ---, ---,0,11.35,1.85,7,0.036,35,0.73,35,1,124.4215,-39.5674
CWNU_332,225.555,0.08,-3.152,0.06,0.78,0.05,-0.56,0.09,-0.38,0.1,  ---, ---,0,10.45,0.7,7.7,0.03,36,0.74,36,1,105.8301,-12.6663
CWNU_333,90.205,0.25,-4.106,0.13,0.64,0.02,-3.38,0.06,-4.47,0.06,  ---, ---,0,11.1,0.75,8.7,0.022,30,0.72,30,1,322.4743,45.5726
CWNU_334,189.924,0.17,-2.652,0.18,0.9,0.07,-0.24,0.19,-3.02,0.2,  ---, ---,0,10.45,0.8,7.8,0.038,41,0.7,41,1,89.4497,19.0497
CWNU_335,151.462,0.54,-8.514,0.25,1.06,0.06,-1.76,0.24,-3.15,0.3,  ---, ---,0,10.1,0.95,7.7,0.028,58,0.92,58,1,54.6779,44.8932
CWNU_336,84.924,0.18,4.136,0.1,0.66,0.03,-0.88,0.28,-1.87,0.13,-14.4,0.7,1,11.45,1.4,8.6,0.028,21,0.52,38,1,308.4516,47.08
CWNU_337,23.331,0.08,-0.79,0.13,0.51,0.03,-0.75,0.12,-2.87,0.1,  ---, ---,0,10.9,2.6,8.7,0.022,56,0.71,56,1,279.1585,-8.8999
CWNU_338,256.887,0.12,-1.988,0.24,1.59,0.04,-5.25,0.12,5.4,0.14,36.9,8.9,2,8.85,0.45,7.2,0.018,44,0.71,44,1,124.4994,-39.2853
CWNU_339,260.637,0.22,-3.263,0.07,0.64,0.04,-3.95,0.13,2.74,0.13,17.1,0.3,1,11.3,0.95,8.1,0.04,33,0.76,33,1,125.9243,-43.0944
CWNU_340,238.29,0.15,-8.531,0.11,1.06,0.05,-3.68,0.1,4.68,0.09,  ---, ---,0,10.05,0.05,7.7,0.03,27,0.41,31,1,106.7708,-26.3967
CWNU_341,231.944,0.05,-0.71,0.03,0.34,0.03,-1.33,0.07,-0.49,0.07,41.3,1.3,1,11.8,1.1,9,0.03,55,0.7,55,1,111.1351,-17.191
CWNU_342,247.877,0.17,-16.327,0.37,1.58,0.07,-1.59,0.36,5.4,0.47,41.7,33,2,8.5,0.35,9,0.004,20,0.52,32,1,102.8928,-38.1269
CWNU_343,119.71,0.45,6.26,0.2,1.04,0.04,-2.88,0.15,-0.19,0.19,-36.6,0.3,1,9.75,2,8.7,0.04,42,0.7,42,1,3.9283,68.908
CWNU_344,173.118,0.13,-6.867,0.13,0.58,0.06,0.73,0.12,-3.05,0.17,  ---, ---,0,11.85,0.25,6.5,0.03,20,0.6,36,1,75.4016,30.747
CWNU_345,124.908,0.32,8.398,0.24,1.02,0.06,2.33,0.26,0.33,0.19,20.7,6.3,1,10.4,0.95,7.9,0.038,32,0.75,32,1,18.9284,71.1765
CWNU_346,133.182,0.06,0.016,0.09,0.46,0.06,-0.84,0.2,-0.25,0.12,-61.2,1.8,1,11.15,3.15,7.9,0.04,53,0.88,53,1,34.5023,61.153
CWNU_347,66.243,0.77,5.861,0.34,2.38,0.09,2.46,0.51,-1.31,0.3,-19.1,1.5,8,8.2,0.25,7.7,0.018,83,0.7,83,1,293.6358,32.1932
CWNU_348,105.413,0.04,8.374,0.07,0.89,0.05,-2.13,0.16,-4.56,0.23,-10.6,11.8,1,9.6,0.9,6.6,0.008,32,0.72,32,1,328.1251,64.9673
CWNU_349,85.886,0.05,6.292,0.04,0.59,0.03,0.17,0.05,-3.86,0.08,  ---, ---,0,11.5,1.15,8.8,0.036,28,0.24,33,1,306.6675,49.1165
CWNU_350,161.407,0.28,3.01,0.15,0.94,0.06,-0.55,0.17,-1.74,0.18,  ---, ---,0,10.1,0.85,7.9,0.022,18,0.6,35,1,76.3611,46.0326
CWNU_351,340.035,0.12,6.476,0.08,0.9,0.08,-2.79,0.13,-3.39,0.13,6.3,2.1,1,10.5,1.9,8.4,0.04,93,0.71,93,1,245.2518,-40.8327
CWNU_352,318.803,0.21,1.429,0.14,0.89,0.03,-3.38,0.1,-2.6,0.09,  ---, ---,0,10.25,1.25,8.4,0.04,74,0.7,74,1,223.5474,-57.6102
CWNU_353,95.546,0.14,5.949,0.13,0.62,0.04,-2.86,0.16,-3.95,0.13,-31.3,0.3,1,10.9,2.35,8,0.02,83,0.72,83,1,317.02,56.434
CWNU_354,114.919,0.2,7.261,0.22,0.83,0.07,-1.1,0.21,-0.82,0.21,  ---, ---,0,9.95,2.2,7.6,0.006,47,1,47,1,350.4557,68.7271
CWNU_355,346.569,0.06,2.171,0.04,0.52,0.06,-0.71,0.13,0.71,0.12,  ---, ---,0,11,2.05,8.7,0.038,57,0.7,57,1,255.0657,-38.7829
CWNU_356,313.463,0.07,-0.03,0.07,0.57,0.03,-3.71,0.14,-2.9,0.07,  ---, ---,0,11.7,1.5,6.7,0.03,52,0.73,52,1,215.0606,-61.0729
CWNU_357,317.013,0.25,1.417,0.11,0.97,0.04,-2.08,0.14,-1.79,0.15,  ---, ---,0,9.9,0.8,8,0.022,40,0.72,40,1,220.5143,-58.3977
CWNU_358,157.583,0.06,3.099,0.07,0.56,0.07,-0.58,0.07,0.86,0.07,  ---, ---,0,12.1,0.4,6.3,0.006,24,1,24,1,72.9614,49.0875
CWNU_359,61.809,0.15,-1.132,0.06,0.64,0.04,-0.29,0.06,-1.8,0.08,  ---, ---,0,10.45,1.9,8.6,0.036,28,0.6,39,1,298.0524,24.8795
CWNU_360,324.117,0.06,-1.232,0.05,0.39,0.01,-3.6,0.12,-2.68,0.07,  ---, ---,0,11.6,2.9,8.7,0.04,23,0.44,30,1,234.5299,-57.0824
CWNU_361,158.161,0.17,-5.549,0.16,0.98,0.11,2.12,0.15,-1.37,0.14,  ---, ---,0,9.95,1.75,7.5,0.006,58,0.76,58,1,64.354,42.8038
CWNU_362,225.091,0.11,-4.96,0.14,0.44,0.04,-1.45,0.13,1.32,0.11,  ---, ---,0,11.3,1.55,8.3,0.006,42,1,42,1,103.9615,-13.0721
CWNU_363,255.399,0.06,-4.062,0.07,1.13,0.07,-4.58,0.14,3.97,0.16,  ---, ---,0,9.55,0.7,6.9,0.018,52,0.92,52,1,121.2087,-39.1742
CWNU_364,152.635,0.11,-9.704,0.11,1.02,0.08,-1.27,0.17,-3.63,0.12,  ---, ---,0,9.25,0.75,7.1,0.006,41,0.7,41,1,54.966,43.2456
CWNU_365,144.406,0.05,-9.387,0.06,0.33,0.04,0.49,0.08,-1.24,0.08,-30.1,2.4,2,12.2,0.45,9.2,0.038,25,0.6,35,1,45.5033,47.9658
CWNU_366,259.627,0.19,-4.735,0.15,0.55,0.04,-4.35,0.2,4.47,0.15,  ---, ---,0,11.5,0.85,7.7,0.038,50,0.7,50,1,123.4816,-43.0853
CWNU_367,17.639,0.21,1.813,0.05,0.69,0.03,-1.06,0.18,-0.58,0.17,  ---, ---,0,10.3,1.65,9.1,0.002,38,0.71,38,1,274.111,-12.7204
CWNU_368,155.393,0.05,2.413,0.05,0.39,0.04,0.11,0.11,0.09,0.05,-38.4,5.4,2,11.5,2.4,8.5,0.012,23,0.6,31,1,69.9586,50.3059
CWNU_369,110.322,0.21,0.754,0.15,0.61,0.04,-2.08,0.09,-1.44,0.11,-41.5,2,1,10.55,1.45,8.9,0.008,13,0.5,30,1,346.1174,60.9795
CWNU_370,64.255,0.08,-0.038,0.05,0.47,0.03,-2.09,0.11,-4.55,0.1,  ---, ---,0,10.95,1.75,8.4,0.016,50,0.71,50,1,298.4053,27.5401
CWNU_371,229.235,0.05,3.778,0.06,0.39,0.04,-1.57,0.06,2.07,0.06,  ---, ---,0,12.55,0.4,8.3,0.034,28,0.6,30,1,113.8715,-12.6649
CWNU_372,219.626,0.31,-6.536,0.16,0.99,0.07,-0.46,0.24,-0.66,0.34,55.2,3,1,9.9,0.25,8.7,0.038,40,1,40,1,100.0457,-8.9153
CWNU_373,59.307,0.16,0.703,0.15,0.75,0.04,-0.56,0.1,-3.66,0.15,  ---, ---,0,10,1.75,8.7,0.004,38,0.7,38,1,294.934,23.6368
CWNU_374,232.121,0.05,-1.826,0.04,0.35,0.03,-1.01,0.07,1.35,0.04,  ---, ---,0,12.05,0.75,8.5,0.024,35,0.7,35,1,110.1903,-17.873
CWNU_375,72.184,0.39,15.339,0.62,2.94,0.09,1.65,0.31,-1.13,0.35,-18.3,1.5,7,7.75,0.05,7.5,0.034,50,0.96,50,1,286.1404,41.5816
CWNU_376,71.865,0.04,0.58,0.02,0.4,0.03,-0.67,0.04,-2.34,0.06,-3.2,1.3,2,11.9,2.05,8.5,0.034,28,0.52,30,1,302.4951,34.3236
CWNU_377,128.868,0.2,6.607,0.24,0.98,0.07,0.65,0.48,0.64,0.31,  ---, ---,0,10.15,1.7,8.6,0.038,58,0.96,58,1,29.3008,68.7174
CWNU_378,125.76,0.56,-1.849,0.34,1.16,0.03,2.96,0.11,-1.65,0.14,  ---, ---,0,9.85,0.75,8.6,0.028,53,0.72,53,1,18.6782,60.8949
CWNU_379,312.223,0.08,-2.179,0.1,0.41,0.02,-4.99,0.11,-1.9,0.07,-28.4,1.6,1,11.1,1.35,9.1,0.004,22,0.3,41,1,214.0644,-63.5103
CWNU_380,95.904,0.1,6.74,0.09,0.82,0.05,-1.97,0.15,-5.66,0.12,-24.2,2.8,1,10.8,1.65,8.5,0.028,37,0.81,37,1,316.3794,57.2274
CWNU_381,161.677,0.07,-0.651,0.08,0.43,0.05,0.02,0.15,-1.89,0.11,-20,0.9,1,11.8,1.05,8.5,0.02,77,0.7,77,1,72.5574,43.5439
CWNU_382,305.71,0.25,6.263,0.09,1.04,0.03,-8.17,0.17,-2.56,0.14,-32.8,1.9,1,9.85,0.1,7.8,0.04,36,0.72,36,1,197.8673,-56.5007
CWNU_383,263.138,0.13,11.078,0.12,0.58,0.03,-5.93,0.09,4.54,0.09,10.6,0.6,3,11,0.85,9.3,0.002,35,0.96,35,1,142.1998,-35.6947
CWNU_384,249.817,0.31,7.026,0.42,1.34,0.03,-7.03,0.25,5.13,0.28,42.2,10.7,2,9.15,0.4,7.8,0.008,25,0.5,33,1,128.4685,-28.3199
CWNU_385,200.953,0.13,-2.078,0.12,0.45,0.03,-0.71,0.09,-1.15,0.12,33.1,0.7,1,11.55,0.4,8.4,0.04,35,0.7,35,1,95.4662,9.6752
CWNU_386,160.612,0.09,1.237,0.07,0.36,0.05,0.8,0.1,-2.32,0.21,  ---, ---,0,12.65,1.7,8.4,0.028,69,0.7,69,1,73.6561,45.5653
CWNU_387,31.134,0.03,1.271,0.04,0.47,0.05,0.04,0.09,-0.68,0.12,0.9,0.3,1,10.95,2.05,8.9,0.04,51,0.71,51,1,280.9082,-1.02
CWNU_388,90.483,0.25,9.108,0.13,0.92,0.03,-1.74,0.12,-6.68,0.09,  ---, ---,0,10.15,0.45,7.9,0.02,35,1,35,1,307.1462,54.4635
CWNU_389,126.775,0.3,-1.83,0.27,1.14,0.05,3.01,0.17,-1.69,0.13,  ---, ---,0,10.1,0.75,8.4,0.038,22,0.01,34,1,20.7534,60.8059
CWNU_390,163.665,0.06,-6.218,0.05,0.61,0.06,0.58,0.11,-3.23,0.08,-15.7,0.4,1,10.5,1.8,9,0.004,50,0.84,50,1,68.7179,38.3921
CWNU_391,130.629,0.1,-4.45,0.12,0.32,0.02,-0.84,0.19,-0.7,0.12,  ---, ---,0,12.15,0.65,8.6,0.018,17,0.5,44,1,27.2729,57.5576
CWNU_392,350.421,0.22,-2.197,0.08,0.65,0.06,1.18,0.17,0.2,0.12,  ---, ---,0,11.6,0.5,6.5,0.018,44,0.71,44,1,262.4707,-38.2016
CWNU_393,61.209,0.11,-0.612,0.16,0.8,0.07,-0.37,0.28,-3.98,0.2,  ---, ---,0,9.8,1.9,7.7,0.012,17,0.44,39,1,297.2232,24.628
CWNU_394,110.033,0.23,-2.866,0.09,0.92,0.03,0.27,0.11,-1.37,0.12,-24.5,0.2,1,10.25,1.55,7.8,0.038,40,0.8,40,1,348.3239,57.5271
CWNU_395,323.531,0.17,3.268,0.06,0.54,0.03,-0.76,0.09,-1.4,0.1,  ---, ---,0,11.45,0.95,8.5,0.026,44,0.71,44,1,229.2341,-53.6816
CWNU_396,147.259,0.29,15.61,0.29,1.18,0.08,2.55,0.53,-4.88,0.56,3.1,3.1,2,10.55,1.7,7.3,0.004,27,0.6,36,1,80.8113,64.6558
CWNU_397,19.267,0.07,-1.973,0.05,0.39,0.06,-0.94,0.1,-0.25,0.06,  ---, ---,0,12.1,2,8.7,0.034,66,0.82,66,1,278.3249,-13.0516
CWNU_398,220.888,0.28,-3.944,0.41,1.37,0.05,-3.54,0.54,2,0.43,27.7,10.6,1,9.75,0.3,7.7,0.028,35,0.7,35,1,102.961,-8.8738
CWNU_399,260.364,0.15,-3.778,0.13,0.82,0.03,-2.42,0.06,4.9,0.07,12.3,1.1,1,11.15,1.15,6.2,0.002,34,0.72,34,1,125.1314,-43.1629
CWNU_400,21.347,0.11,-0.939,0.06,0.49,0.05,0.35,0.12,-1.49,0.12,  ---, ---,0,12.75,4.45,6.5,0.04,151,0.71,151,1,278.3661,-10.7297
CWNU_401,220.419,0.04,-0.566,0.02,0.43,0.03,-1.13,0.12,1.44,0.09,  ---, ---,0,12.4,1.25,8.2,0.04,29,0.56,30,1,105.7824,-6.919
CWNU_402,152.012,0.63,-8.631,0.35,1.28,0.05,2.01,0.1,-4.64,0.14,  ---, ---,0,9.25,0.95,7.9,0.012,31,0.7,31,1,55.1888,44.4719
CWNU_403,225.758,0.04,-2.298,0.02,0.35,0.05,-1.24,0.08,0.75,0.06,  ---, ---,0,12.25,0.8,8.6,0.038,23,0.52,31,1,106.7032,-12.4563
CWNU_404,23.128,0.05,-2.084,0.04,0.38,0.04,0.74,0.11,-3.7,0.11,-24.6,0.7,2,11.6,2.4,9.4,0.008,80,0.76,80,1,280.2298,-9.6731
CWNU_405,151.679,0.28,-12.759,0.33,0.83,0.06,-0.48,0.17,-4.02,0.16,  ---, ---,0,10.7,0.55,7.5,0.038,88,1,88,1,51.513,41.3248
CWNU_406,189.235,0.19,-0.239,0.18,0.98,0.04,1.59,0.11,-2.25,0.09,  ---, ---,0,10.2,1,7.8,0.008,49,0.74,49,1,91.319,20.8412
CWNU_407,25.743,0.18,0.024,0.14,0.48,0.03,0.07,0.08,-0.54,0.13,  ---, ---,0,11.35,2.95,8.6,0.014,99,0.71,99,1,279.5463,-6.3835
CWNU_408,261.755,0.02,-3.775,0.02,0.42,0.04,-4.56,0.1,4.48,0.06,125.2,3.9,1,11.05,2.25,7.2,0.002,33,0.72,33,1,126.2285,-44.3023
CWNU_409,147.948,0.08,8.293,0.15,0.96,0.03,-0.79,0.15,-1.43,0.2,  ---, ---,0,10.25,1.7,7,0.014,31,0.96,31,1,69.0226,59.7497
CWNU_410,222.617,0.48,-11.118,0.48,2.22,0.09,-4.36,0.35,3.88,0.44,39.5,4.7,6,8.3,0.3,7.7,0.024,43,1,43,1,97.1712,-13.5823
CWNU_411,80.563,0.1,2.607,0.09,0.51,0.04,-3.07,0.13,-4.25,0.1,  ---, ---,0,11.25,2,7.5,0.02,47,0.7,47,1,306.5983,42.6565
CWNU_412,58.42,0.03,-0.754,0.06,0.37,0.02,-3.2,0.11,-6.48,0.08,  ---, ---,0,12.95,3.55,6.7,0.03,46,0.75,46,1,295.8314,22.1448
CWNU_413,69.233,0.16,-2.694,0.07,0.83,0.04,-2.66,0.08,-8.6,0.1,6.1,1.2,1,10.3,1.5,8.4,0.04,40,0.92,40,1,304.0124,30.3236
CWNU_414,125.111,0.39,9.502,0.39,1.12,0.03,-2.01,0.14,-0.66,0.22,1.6,7.9,1,9.3,0.35,8.9,0.02,39,0.71,39,1,19.9269,72.254
CWNU_415,109.624,0.11,-2.9,0.11,0.91,0.07,0.21,0.14,-1.38,0.15,-25.8,0.6,1,10.2,1.4,7.7,0.034,6,0.2,30,1,347.644,57.3424
CWNU_416,198.462,0.1,1.23,0.14,0.73,0.04,-2.1,0.09,-3.96,0.09,10.8,1.1,1,10.2,1,9.2,0.006,24,1,24,1,97.266,13.4219
CWNU_417,253.05,0.26,7.239,0.1,1.36,0.05,-2.55,0.13,-0.55,0.2,0.6,2.9,6,9,0.15,9,0.008,36,0.8,36,1,130.8746,-30.7603
CWNU_418,202.48,0.36,-1.856,0.21,1.06,0.04,-1.25,0.21,-3.85,0.25,34.1,19,2,11.05,0.1,6.2,0.002,19,0.6,32,1,96.3874,8.4299
CWNU_419,109.843,0.17,-1.296,0.05,0.66,0.02,-1.81,0.08,-1.5,0.08,  ---, ---,0,11.3,1,8.4,0.038,37,0.7,37,1,346.8572,58.9071
CWNU_420,309.781,0.19,5.526,0.09,0.58,0.05,-4.46,0.08,-1.29,0.15,-14.9,0.7,3,10.75,0.3,8.9,0.038,79,0.71,79,1,205.339,-56.6805
CWNU_421,90.206,0.18,5.716,0.16,0.51,0.03,-1.09,0.06,-2.62,0.05,  ---, ---,0,11.6,1.25,8.5,0.038,34,0.71,34,1,311.4402,52.2238
CWNU_422,88.658,0.13,5.156,0.12,0.51,0.04,-1.98,0.07,-2.74,0.1,  ---, ---,0,11.5,1.6,7.9,0.028,58,0.7,58,1,310.6263,50.6646
CWNU_423,124.165,0.15,-0.645,0.14,0.99,0.05,-0.25,0.09,-1.68,0.12,  ---, ---,0,9.7,1.45,7.8,0.018,32,0.96,32,1,15.5041,62.2014
CWNU_424,170.985,0.16,-6.294,0.07,0.74,0.04,2.31,0.09,-5.73,0.11,7.6,0.4,1,10.5,2.2,8.4,0.016,36,0.77,36,1,74.4113,32.7742
CWNU_425,237.679,0.15,0.598,0.07,0.39,0.04,-2.42,0.17,1.87,0.14,  ---, ---,0,11.65,0.7,8.2,0.01,69,0.7,69,1,115.2894,-21.5789
CWNU_426,311.331,0.07,4.144,0.07,0.53,0.04,-3.52,0.07,-1.7,0.07,  ---, ---,0,11.25,0.4,8.6,0.038,35,0.74,35,1,208.6774,-57.6923
CWNU_427,68.744,0.15,-1.521,0.12,0.78,0.05,-0.25,0.09,-3.1,0.14,  ---, ---,0,11.2,1.7,7.4,0.012,41,0.7,41,1,302.5646,30.562
